word,tags1,tags2
洗澡,HSK 2,TOCFL 1
洗禮,HSK 7,TOCFL 5
洗衣機,HSK 2,TOCFL 2
洗衣粉,HSK 6,
洞,HSK 3,TOCFL 4
洞穴,TOCFL 5,
津津有味,HSK 7,
津貼,HSK 7,TOCFL 5
洩氣,TOCFL 5,
洪亮,HSK 7,
洪水,HSK 6,TOCFL 5
洶涌,HSK 7,
活,HSK 3,TOCFL 3
活兒,HSK 7,TOCFL 5
活力,HSK 5,TOCFL 4
活動,HSK 2,TOCFL 2
活期,HSK 7,TOCFL 5
活潑,HSK 5,TOCFL 4
活該,HSK 7,TOCFL 4
活躍,HSK 6,TOCFL 4
洽商,TOCFL 5,
洽談,HSK 7,TOCFL 5
派,HSK 3,TOCFL 4
派出,HSK 6,
派出所,TOCFL 5,
派別,HSK 7,
派對,TOCFL 5,
派遣,HSK 7,TOCFL 5
派頭,TOCFL 5,
流,HSK 2,TOCFL 3
流傳,HSK 4,TOCFL 5
流入,HSK 7,
流利,HSK 2,TOCFL 4
流動,HSK 5,TOCFL 4
流向,HSK 7,
流域,HSK 7,TOCFL 5
流失,HSK 7,TOCFL 5
流感,HSK 6,
流星,TOCFL 5,
流暢,HSK 7,
流氓,HSK 7,TOCFL 5
流水,HSK 7,TOCFL 5
流汗,TOCFL 3,
流浪,HSK 7,
流淌,HSK 7,
流淚,HSK 7,
流程,HSK 7,TOCFL 5
流落,TOCFL 5,
流血,HSK 7,TOCFL 3
流行,HSK 2,TOCFL 2
流轉,HSK 7,
流通,HSK 5,TOCFL 5
流量,HSK 7,
流露,HSK 7,
浩劫,HSK 7,
浪,HSK 7,TOCFL 4
浪漫,HSK 5,TOCFL 3
浪費,HSK 3,TOCFL 4
浮,HSK 6,TOCFL 4
浮力,HSK 7,
浮動,TOCFL 5,
浮現,HSK 7,
浮躁,HSK 7,
浴室,HSK 7,TOCFL 2
海,HSK 2,TOCFL 1
海內外,HSK 7,
海嘯,HSK 7,TOCFL 5
海域,HSK 7,
海報,HSK 6,TOCFL 3
海外,HSK 6,TOCFL 4
海岸,HSK 7,
海峽,HSK 7,TOCFL 4
海底,HSK 6,
海拔,HSK 7,TOCFL 5
海水,HSK 4,
海洋,HSK 6,TOCFL 3
海浪,HSK 6,
海濱,HSK 7,
海灘,HSK 7,TOCFL 3
海灣,HSK 6,
海盜,HSK 7,
海綿,HSK 7,
海藻,HSK 7,
海軍,HSK 6,TOCFL 4
海運,HSK 7,TOCFL 5
海邊,HSK 2,TOCFL 1
海量,HSK 7,
海關,HSK 3,TOCFL 4
海面,HSK 7,TOCFL 5
海鮮,HSK 4,TOCFL 4
浸,TOCFL 4,
浸泡,HSK 7,
消,HSK 7,TOCFL 4
消化,HSK 4,TOCFL 4
消夜,TOCFL 4,
消失,HSK 3,TOCFL 4
消息,HSK 3,TOCFL 2
消極,HSK 5,TOCFL 4
消毒,HSK 5,TOCFL 5
消沉,HSK 7,
消滅,HSK 6,TOCFL 4
消耗,HSK 6,TOCFL 5
消費,HSK 3,TOCFL 4
消費者,HSK 5,
消遣,HSK 7,TOCFL 5
消防,HSK 5,TOCFL 5
消除,HSK 5,TOCFL 4
涉及,HSK 6,TOCFL 5
涉嫌,HSK 7,TOCFL 5
涌,HSK 7,
涌現,HSK 7,
涮,HSK 7,
液晶,HSK 7,
液體,HSK 7,TOCFL 5
涵義,HSK 7,
涵蓋,HSK 7,
涼,HSK 2,TOCFL 3
涼快,HSK 2,TOCFL 2
涼水,HSK 3,
涼爽,HSK 7,
涼鞋,HSK 6,
淋,HSK 7,TOCFL 4
淌,HSK 7,
淒涼,TOCFL 5,
淘,HSK 7,
淘氣,HSK 7,TOCFL 4
淘汰,HSK 7,TOCFL 5
淚,HSK 4,TOCFL 3
淚水,HSK 4,
淡,HSK 4,TOCFL 3
淡化,HSK 7,
淡季,HSK 7,TOCFL 5
淡水,TOCFL 5,
淨,HSK 6,TOCFL 5
淨化,HSK 7,TOCFL 4
淪陷,TOCFL 5,
深,HSK 3,TOCFL 3
深信,HSK 7,
深入,HSK 3,TOCFL 3
深入人心,HSK 7,
深切,HSK 7,TOCFL 5
深刻,HSK 3,TOCFL 4
深化,HSK 6,
深厚,HSK 4,TOCFL 5
深受,HSK 7,
深夜,HSK 7,TOCFL 4
深奧,HSK 7,TOCFL 5
深度,HSK 5,TOCFL 5
深思,HSK 7,
深情,HSK 7,
深沉,TOCFL 5,
深深,HSK 6,
深淺,TOCFL 4,
深處,HSK 5,
深造,TOCFL 5,
深遠,HSK 7,
淵源,HSK 7,
混,HSK 6,TOCFL 4
混亂,HSK 6,TOCFL 3
混凝土,HSK 7,
混合,HSK 6,TOCFL 4
混淆,HSK 7,TOCFL 5
混濁,HSK 7,TOCFL 5
淹,HSK 7,TOCFL 5
淺,HSK 4,TOCFL 3
淺薄,TOCFL 5,
淺顯,TOCFL 5,
添,HSK 6,TOCFL 5
添加,HSK 7,
清,HSK 6,TOCFL 3
清單,HSK 7,
清幽,TOCFL 5,
清廉,TOCFL 5,
清掃,TOCFL 5,
清新,HSK 7,
清明,HSK 7,
清明節,HSK 6,
清晨,HSK 5,TOCFL 4
清晰,HSK 7,TOCFL 4
清楚,HSK 2,TOCFL 2
清洗,HSK 6,
清涼,HSK 7,
清淡,HSK 7,TOCFL 4
清潔,HSK 6,TOCFL 5
清潔工,HSK 6,
清澈,TOCFL 5,
清理,HSK 5,
清真寺,HSK 7,
清脆,HSK 7,
清醒,HSK 4,TOCFL 4
清除,HSK 7,TOCFL 4
清靜,HSK 7,TOCFL 5
減,HSK 4,TOCFL 3
減免,HSK 7,
減壓,HSK 7,
減少,HSK 4,TOCFL 3
減弱,HSK 7,
減肥,HSK 4,
減輕,HSK 5,TOCFL 3
減速,HSK 7,
渠道,HSK 6,TOCFL 5
渡,HSK 6,TOCFL 5
渡過,HSK 7,
渣子,HSK 7,
測,HSK 4,TOCFL 5
測定,HSK 6,
測算,HSK 7,
測試,HSK 4,TOCFL 4
測量,HSK 4,TOCFL 4
測驗,HSK 7,TOCFL 4
港,HSK 7,
港口,HSK 6,TOCFL 4
港幣,TOCFL 4,
渴,HSK 1,TOCFL 1
渴望,HSK 5,TOCFL 3
游,HSK 3,TOCFL 4
游泳,HSK 3,TOCFL 1
游泳池,HSK 5,TOCFL 3
渺小,HSK 7,
渾身,HSK 7,TOCFL 5
湊,HSK 7,TOCFL 4
湊合,HSK 7,
湊巧,HSK 7,TOCFL 5
湖,HSK 2,TOCFL 1
湖泊,HSK 7,
湧,TOCFL 5,
湧入,HSK 7,
湯,HSK 3,TOCFL 1
湯匙,TOCFL 2,
湯圓,HSK 7,TOCFL 5
滋味,HSK 7,TOCFL 5
滋潤,HSK 7,
源於,HSK 7,
源泉,HSK 7,
源源不斷,HSK 7,
源頭,HSK 7,
準,HSK 3,TOCFL 5
準備,HSK 1,TOCFL 1
準則,HSK 7,TOCFL 5
準時,HSK 4,TOCFL 3
準確,HSK 2,TOCFL 4
準許,HSK 7,
溜,HSK 7,TOCFL 4
溜冰,TOCFL 5,
溜達,HSK 7,
溝,HSK 5,TOCFL 5
溝通,HSK 5,TOCFL 3
溢,HSK 7,
溪流,TOCFL 5,
溫,TOCFL 5,
溫和,HSK 5,TOCFL 4
溫室,HSK 7,
溫帶,TOCFL 5,
溫度,HSK 2,TOCFL 2
溫度計,HSK 7,
溫暖,HSK 3,TOCFL 2
溫柔,HSK 7,TOCFL 3
溫泉,HSK 7,TOCFL 5
溫習,HSK 7,TOCFL 5
溫馨,HSK 7,
溫馴,TOCFL 5,
溶,TOCFL 5,
溶化,TOCFL 5,
溶解,HSK 7,
溼,TOCFL 4,
滄桑,HSK 7,
滅,HSK 6,TOCFL 5
滅亡,HSK 7,TOCFL 4
滅絕,HSK 7,
滑,HSK 5,TOCFL 4
滑冰,HSK 7,
滑梯,HSK 7,
滑稽,HSK 7,
滑雪,HSK 7,TOCFL 3
滔滔不絕,HSK 7,
滯後,HSK 7,
滯留,HSK 7,TOCFL 5
滲,HSK 7,
滲入,TOCFL 5,
滲透,HSK 7,
滴,HSK 6,TOCFL 4
滾,HSK 5,TOCFL 4
滾動,HSK 7,
滿,HSK 2,TOCFL 2
滿意,HSK 2,TOCFL 2
滿懷,HSK 7,TOCFL 5
滿足,HSK 3,TOCFL 3
漁民,HSK 7,TOCFL 5
漁船,HSK 7,
漂,HSK 7,
漂亮,HSK 2,TOCFL 1
漆,HSK 7,TOCFL 5
漏,HSK 5,TOCFL 5
漏洞,HSK 5,
演,HSK 3,TOCFL 3
演出,HSK 3,TOCFL 3
演員,HSK 3,TOCFL 3
演唱,HSK 3,TOCFL 4
演唱會,HSK 3,
演奏,HSK 6,TOCFL 4
演戲,HSK 7,
演技,HSK 7,
演播室,HSK 7,
演示,HSK 7,
演練,HSK 7,
演繹,HSK 7,
演習,HSK 7,TOCFL 5
演藝圈,HSK 7,
演說,HSK 7,TOCFL 5
演講,HSK 4,TOCFL 3
演變,HSK 7,TOCFL 5
漠然,HSK 7,
漠視,TOCFL 5,
漢堡,TOCFL 2,
漢字,HSK 1,TOCFL 2
漢語,HSK 1,TOCFL 2
漫,HSK 7,
漫畫,HSK 5,TOCFL 4
漫遊,HSK 7,
漫長,HSK 5,TOCFL 5
漲,HSK 5,TOCFL 4
漲價,HSK 5,TOCFL 4
漸,TOCFL 5,
漸漸,HSK 4,TOCFL 4
潑,HSK 5,TOCFL 5
潑冷水,HSK 7,
潔淨,HSK 7,
潔白,TOCFL 5,
潛力,HSK 6,TOCFL 5
潛在,HSK 7,
潛水,HSK 7,
潛移默化,HSK 7,
潛能,HSK 7,
潛艇,HSK 7,
潛藏,TOCFL 5,
潤,HSK 7,
潦草,HSK 7,
潮,HSK 4,
潮流,HSK 4,TOCFL 4
潮濕,HSK 4,TOCFL 4
潺潺,TOCFL 5,
澄清,HSK 7,
澆,HSK 7,TOCFL 4
澇,HSK 7,
澈底,TOCFL 4,
澱粉,HSK 7,
激光,HSK 7,
激動,HSK 4,TOCFL 3
激勵,HSK 7,
激化,HSK 7,
激增,TOCFL 5,
激情,HSK 6,
激活,HSK 7,
激烈,HSK 4,TOCFL 3
激發,HSK 7,
激素,HSK 7,
激起,HSK 7,
濃,HSK 4,TOCFL 4
濃厚,HSK 7,TOCFL 4
濃縮,HSK 7,
濃郁,HSK 7,
濃重,HSK 7,
濕,HSK 4,TOCFL 3
濕度,HSK 7,
濕潤,HSK 7,
濫用,HSK 7,TOCFL 4
濱海,HSK 7,
濺,HSK 7,TOCFL 5
瀉,HSK 7,
瀏覽,HSK 7,
瀏覽器,HSK 7,
瀑布,HSK 7,TOCFL 4
瀟灑,HSK 7,TOCFL 5
灌,HSK 7,TOCFL 5
灌溉,HSK 7,TOCFL 5
灌輸,HSK 7,TOCFL 5
灑,HSK 5,TOCFL 5
火,HSK 3,TOCFL 2
火候,HSK 7,
火力,TOCFL 5,
火山,HSK 7,
火暴,HSK 7,
火柴,HSK 5,TOCFL 4
火災,HSK 5,TOCFL 4
火炬,HSK 7,
火焰,HSK 7,TOCFL 5
火熱,HSK 7,
火箭,HSK 6,TOCFL 5
火腿,HSK 5,TOCFL 4
火花,HSK 7,
火藥,HSK 7,TOCFL 5
火車,HSK 1,TOCFL 1
火辣辣,HSK 7,
火速,HSK 7,
火鍋,HSK 7,
灰,HSK 7,TOCFL 4
灰塵,HSK 7,TOCFL 5
灰心,HSK 7,TOCFL 4
灰色,HSK 5,TOCFL 4
灼熱,HSK 7,
災,HSK 5,
災區,HSK 5,
災害,HSK 5,TOCFL 4
災情,TOCFL 5,
災禍,TOCFL 5,
災難,HSK 5,TOCFL 4
炎熱,HSK 7,
炎癥,HSK 7,
炒,HSK 6,TOCFL 3
炒作,HSK 6,
炒股,HSK 6,
炖,HSK 7,
炫耀,HSK 7,
炭,HSK 7,
炮,HSK 6,TOCFL 4
炸,HSK 6,TOCFL 3
炸彈,HSK 6,
炸藥,HSK 6,TOCFL 5
為,HSK 2,TOCFL 3
為主,HSK 5,TOCFL 3
為了,HSK 3,TOCFL 2
為人,HSK 7,TOCFL 5
為什麼,HSK 2,TOCFL 1
為何,HSK 6,TOCFL 4
為期,HSK 5,
為止,HSK 5,TOCFL 5
為此,HSK 6,
為生,TOCFL 5,
為難,HSK 5,TOCFL 4
為首,TOCFL 5,
烈士,HSK 7,TOCFL 5
烏雲,HSK 6,
烏鴉,TOCFL 5,
烏龍茶,TOCFL 5,
烏龜,TOCFL 5,
烘乾,HSK 7,
烘托,HSK 7,
烤,HSK 7,TOCFL 2
烤肉,HSK 5,TOCFL 5
烤鴨,HSK 5,
烹調,HSK 7,
焊,HSK 7,
焚燒,HSK 7,
無,HSK 4,TOCFL 3
無不,HSK 7,
無償,HSK 7,
無力,HSK 7,
無可厚非,HSK 7,
無可奈何,HSK 7,TOCFL 4
無可奉告,HSK 7,
無奈,HSK 5,
無家可歸,HSK 7,
無形,HSK 7,TOCFL 5
無形中,HSK 7,
無微不至,HSK 7,
無情,HSK 7,TOCFL 4
無情無義,HSK 7,
無惡不作,HSK 7,
無意,HSK 7,TOCFL 4
無憂無慮,HSK 7,
無所事事,HSK 7,
無所作為,HSK 7,
無所謂,HSK 4,TOCFL 3
無故,HSK 7,
無效,HSK 6,
無敵,HSK 7,
無數,HSK 4,TOCFL 4
無條件,HSK 7,
無比,HSK 7,TOCFL 5
無法,HSK 4,TOCFL 3
無濟於事,HSK 7,
無理,HSK 7,
無疑,HSK 5,TOCFL 5
無知,HSK 7,
無私,HSK 7,
無窮,HSK 7,TOCFL 3
無精打採,HSK 7,
無線,HSK 7,
無線電,HSK 7,TOCFL 5
無緣,HSK 7,
無聊,HSK 4,TOCFL 2
無能,HSK 7,
無能為力,HSK 7,
無話可說,HSK 7,
無論,HSK 4,TOCFL 4
無論如何,HSK 7,TOCFL 3
無足輕重,HSK 7,
無辜,HSK 7,
無邊,HSK 6,
無關,HSK 6,
無關緊要,HSK 7,
無限,HSK 4,TOCFL 4
無非,HSK 7,
無須,HSK 7,
焦,HSK 7,
焦急,HSK 7,TOCFL 5
焦慮,HSK 7,
焦距,HSK 7,
焦躁,HSK 7,
焦點,HSK 6,
焰火,HSK 7,
然後,HSK 2,TOCFL 2
然而,HSK 4,TOCFL 4
煮,HSK 6,TOCFL 2
煉,HSK 7,
煎,HSK 7,TOCFL 5
煙,HSK 3,TOCFL 4
煙囪,HSK 7,
煙火,HSK 7,TOCFL 3
煙花,HSK 6,
煞車,TOCFL 5,
煤,HSK 5,TOCFL 4
煤氣,HSK 5,
煤炭,HSK 7,
煤礦,HSK 7,
煥發,HSK 7,
照,HSK 3,TOCFL 3
照例,HSK 7,TOCFL 5
照常,HSK 7,TOCFL 4
照料,HSK 7,
照明,HSK 7,
照樣,HSK 6,
照片,HSK 2,TOCFL 1
照相,HSK 2,TOCFL 1
照相機,TOCFL 1,
照耀,HSK 6,TOCFL 5
照辦,HSK 7,
照顧,HSK 2,TOCFL 2
煩,HSK 4,TOCFL 4
煩悶,HSK 7,
煩惱,HSK 7,TOCFL 3
煩躁,HSK 7,
煲,HSK 7,
煽動,HSK 7,
熄火,HSK 7,
熊,HSK 5,
熊貓,TOCFL 3,
熏,HSK 7,
熒光,HSK 7,
熙熙攘攘,HSK 7,
蒸,HSK 7,TOCFL 5
蒸氣,TOCFL 5,
蒸發,TOCFL 5,
熟,HSK 2,TOCFL 3
熟人,HSK 3,TOCFL 4
熟悉,HSK 5,TOCFL 3
熟練,HSK 4,TOCFL 4
熬,HSK 7,TOCFL 4
熬夜,HSK 7,
熱,HSK 1,TOCFL 1
熱帶,HSK 7,TOCFL 5
熱心,HSK 4,TOCFL 4
熱情,HSK 2,TOCFL 4
熱愛,HSK 3,TOCFL 4
熱氣,HSK 7,
熱氣球,HSK 7,
熱水,HSK 6,TOCFL 3
熱水器,HSK 6,
熱水瓶,TOCFL 5,
熱潮,HSK 7,TOCFL 5
熱烈,HSK 3,TOCFL 4
熱狗,TOCFL 3,
熱線,HSK 6,
熱衷,HSK 7,
熱量,HSK 5,TOCFL 5
熱門,HSK 5,TOCFL 4
熱騰騰,HSK 7,
熱鬧,HSK 4,TOCFL 2
熱點,HSK 6,
燃放,HSK 7,
燃料,HSK 4,TOCFL 4
燃氣,HSK 7,
燃油,HSK 7,
燃燒,HSK 4,TOCFL 4
燈,HSK 2,TOCFL 2
燈光,HSK 4,TOCFL 3
燈泡,HSK 7,
燈火,TOCFL 5,
燈籠,HSK 7,TOCFL 5
燒,HSK 4,TOCFL 3
燒毀,HSK 7,
燒烤,HSK 7,
燒香,TOCFL 5,
燕子,HSK 7,TOCFL 5
燕窩,TOCFL 5,
燙,HSK 7,TOCFL 4
營地,TOCFL 5,
營救,HSK 7,
營業,HSK 4,TOCFL 4
營造,HSK 7,TOCFL 5
營養,HSK 3,TOCFL 3
燦爛,HSK 7,TOCFL 5
爆,HSK 6,
爆冷門,HSK 7,
爆滿,HSK 7,
爆炸,HSK 6,TOCFL 4
爆發,HSK 6,TOCFL 5
爆竹,HSK 7,
爐子,HSK 7,TOCFL 5
爐灶,HSK 7,
爛,HSK 5,TOCFL 4
爪子,HSK 7,
爬,HSK 2,TOCFL 2
爬山,HSK 2,
爭,HSK 3,TOCFL 4
爭先恐後,HSK 7,
爭光,HSK 7,
爭分奪秒,HSK 7,
爭取,HSK 3,TOCFL 4
爭吵,HSK 7,
爭執,HSK 7,
爭奪,HSK 6,TOCFL 5
爭氣,HSK 7,TOCFL 5
爭端,HSK 7,
爭論,HSK 4,TOCFL 4
爭議,HSK 5,TOCFL 5
爭辯,TOCFL 5,
爵士,HSK 7,
父女,HSK 6,
父子,HSK 6,
父母,HSK 3,TOCFL 2
父親,HSK 3,TOCFL 2
爸爸,HSK 1,TOCFL 1
爹,HSK 7,
爺爺,HSK 1,TOCFL 2
爽,HSK 6,
爽快,HSK 7,TOCFL 5
牆,TOCFL 2,
牆壁,HSK 5,TOCFL 4
牆角,TOCFL 5,
片,HSK 2,TOCFL 1
片刻,TOCFL 5,
片子,HSK 7,TOCFL 4
片段,HSK 7,
片面,HSK 4,TOCFL 4
版,HSK 5,
牌,HSK 4,
牌子,HSK 3,TOCFL 3
牌照,HSK 7,
牙,HSK 4,TOCFL 3
牙刷,HSK 4,TOCFL 2
牙科,TOCFL 5,
牙膏,HSK 7,TOCFL 4
牙齒,HSK 7,TOCFL 3
牛,HSK 3,TOCFL 2
牛仔褲,HSK 5,TOCFL 2
牛奶,HSK 1,TOCFL 1
牛排,TOCFL 2,
牠,TOCFL 5,
牡丹,HSK 7,
牢,HSK 6,TOCFL 4
牢固,HSK 7,
牢牢,HSK 7,
牢記,HSK 7,
牢騷,TOCFL 4,
牧場,HSK 7,TOCFL 5
牧民,HSK 7,
物價,HSK 5,TOCFL 3
物品,HSK 6,TOCFL 5
物業,HSK 5,
物流,HSK 7,
物理,TOCFL 4,
物產,TOCFL 5,
物證,HSK 7,
物資,HSK 7,TOCFL 5
物質,HSK 5,TOCFL 4
物體,HSK 7,TOCFL 5
牲畜,HSK 7,
特,HSK 6,
特例,HSK 7,
特價,HSK 4,
特別,HSK 2,TOCFL 2
特區,TOCFL 5,
特地,HSK 6,TOCFL 3
特大,HSK 6,
特定,HSK 5,
特徵,HSK 4,TOCFL 5
特快,HSK 6,
特性,HSK 5,
特意,HSK 6,
特有,HSK 5,
特權,HSK 7,TOCFL 5
特此,TOCFL 5,
特殊,HSK 4,TOCFL 3
特產,HSK 7,
特約,TOCFL 5,
特色,HSK 3,TOCFL 3
特製,HSK 7,
特質,HSK 7,
特邀,HSK 7,
特長,HSK 7,
特點,HSK 2,TOCFL 4
牽,HSK 6,TOCFL 4
牽制,HSK 7,
牽扯,HSK 7,
牽掛,HSK 7,
牽涉,HSK 7,
牽連,TOCFL 5,
牽頭,HSK 7,
犧牲,HSK 6,TOCFL 3
犯,HSK 6,TOCFL 3
犯人,TOCFL 4,
犯愁,HSK 7,
犯法,TOCFL 4,
犯罪,HSK 6,TOCFL 4
犯規,HSK 6,TOCFL 5
犯錯,TOCFL 4,
狀元,HSK 7,TOCFL 5
狀態,HSK 3,TOCFL 3
狀況,HSK 3,TOCFL 4
狂,HSK 5,
狂妄,TOCFL 5,
狂歡,HSK 7,
狂歡節,HSK 7,
狂熱,HSK 7,
狂風,TOCFL 5,
狐疑,TOCFL 5,
狗,HSK 2,TOCFL 1
狠,HSK 6,TOCFL 5
狠心,TOCFL 5,
狡猾,HSK 7,
狩獵,TOCFL 5,
狹小,HSK 7,TOCFL 5
狹窄,HSK 7,TOCFL 5
狹隘,HSK 7,
狼,HSK 7,TOCFL 4
狼狽,HSK 7,
猖狂,HSK 7,
猖獗,TOCFL 5,
猛,HSK 6,TOCFL 4
猛烈,HSK 7,TOCFL 5
猛然,HSK 7,
猜,HSK 5,TOCFL 3
猜忌,TOCFL 5,
猜想,HSK 7,TOCFL 5
猜測,HSK 5,TOCFL 5
猜謎,HSK 7,
猩猩,HSK 7,
猴,HSK 5,
猴子,TOCFL 4,
猶如,HSK 7,
猶豫,HSK 5,TOCFL 4
猶豫不決,HSK 7,
獅子,HSK 7,TOCFL 3
獎,HSK 4,
獎勵,HSK 5,TOCFL 5
獎品,HSK 7,TOCFL 4
獎學金,HSK 4,TOCFL 3
獎杯,HSK 7,
獎牌,HSK 7,
獎狀,TOCFL 5,
獎賞,TOCFL 5,
獎金,HSK 4,TOCFL 4
獎項,HSK 7,
獨,HSK 7,
獨一無二,HSK 7,
獨佔,TOCFL 5,
獨到,TOCFL 5,
獨創,TOCFL 5,
獨唱,HSK 7,
獨家,HSK 7,
獨特,HSK 4,TOCFL 3
獨立,HSK 4,TOCFL 4
獨立自主,HSK 7,
獨自,HSK 4,TOCFL 4
獨身,HSK 7,
獲,HSK 4,TOCFL 5
獲勝,HSK 7,
獲取,HSK 4,
獲得,HSK 4,TOCFL 4
獲悉,HSK 7,
獲獎,HSK 4,
獵人,HSK 7,TOCFL 5
獵犬,HSK 7,
獻,HSK 5,
獻血,HSK 7,
獻身,TOCFL 5,
玄,HSK 7,
玄機,HSK 7,
率,HSK 7,TOCFL 5
率先,HSK 4,
率領,HSK 5,TOCFL 4
玉,HSK 4,TOCFL 3
玉器,TOCFL 5,
玉米,HSK 4,TOCFL 3
王,HSK 4,
王后,HSK 6,
王國,HSK 7,
王牌,HSK 7,
玩,HSK 1,TOCFL 1
玩具,HSK 3,TOCFL 3
玩弄,TOCFL 5,
玩意兒,HSK 7,
玩笑,TOCFL 4,
玩耍,HSK 7,
玫瑰,HSK 7,TOCFL 3
玻璃,HSK 5,TOCFL 4
珍惜,HSK 5,TOCFL 4
珍珠,HSK 5,TOCFL 4
珍視,HSK 7,
珍藏,HSK 7,
珍貴,HSK 5,TOCFL 3
珍重,HSK 7,
珠寶,HSK 6,
班,HSK 1,TOCFL 2
班機,TOCFL 3,
班級,HSK 3,
班長,HSK 2,TOCFL 4
現,TOCFL 4,
現今,TOCFL 5,
現代,HSK 3,TOCFL 3
現任,HSK 7,
現在,HSK 1,TOCFL 1
現場,HSK 3,TOCFL 4
現實,HSK 3,TOCFL 3
現成,HSK 7,TOCFL 4
現有,HSK 5,
現狀,HSK 5,TOCFL 5
現行,HSK 7,TOCFL 5
現象,HSK 3,TOCFL 3
現金,HSK 3,TOCFL 4
球,HSK 1,TOCFL 3
球員,HSK 6,TOCFL 3
球場,HSK 2,TOCFL 3
球拍,HSK 6,
球星,HSK 6,
球賽,TOCFL 3,
球迷,HSK 3,
球隊,HSK 2,TOCFL 4
球鞋,HSK 2,TOCFL 4
理,HSK 6,TOCFL 4
理事,HSK 7,
理學,TOCFL 5,
理念,HSK 7,
理性,HSK 7,TOCFL 5
理想,HSK 2,TOCFL 3
理所當然,HSK 7,TOCFL 5
理智,HSK 6,TOCFL 5
理會,HSK 7,
理由,HSK 3,TOCFL 4
理直氣壯,HSK 7,
理睬,HSK 7,
理科,HSK 7,
理解,HSK 3,TOCFL 3
理論,HSK 3,TOCFL 3
理財,HSK 6,TOCFL 5
理髮,HSK 3,
琢磨,HSK 7,
琴,HSK 5,TOCFL 5
瑕疵,TOCFL 5,
瑞雪,HSK 7,
瑣碎,TOCFL 5,
瑰寶,HSK 7,
環,HSK 3,
環保,HSK 3,TOCFL 3
環境,HSK 3,TOCFL 2
環球,HSK 7,
環節,HSK 5,
環繞,HSK 7,
瓜,HSK 4,TOCFL 4
瓜分,HSK 7,
瓜子,HSK 7,TOCFL 4
瓦,HSK 7,
瓦斯,TOCFL 5,
瓶,HSK 2,TOCFL 1
瓶子,HSK 2,TOCFL 3
瓶頸,HSK 7,
瓷,HSK 7,
瓷器,HSK 7,
甘心,HSK 7,
甚,TOCFL 5,
甚至,HSK 4,TOCFL 3
甚至於,HSK 7,
甜,HSK 3,TOCFL 1
甜美,HSK 7,TOCFL 5
甜蜜,HSK 7,
甜頭,HSK 7,
甜點,TOCFL 3,
生,HSK 2,TOCFL 3
生人,TOCFL 5,
生前,HSK 7,TOCFL 5
生動,HSK 3,TOCFL 3
生命,HSK 3,TOCFL 3
生命線,HSK 7,
生字,TOCFL 3,
生存,HSK 3,TOCFL 4
生平,HSK 7,TOCFL 5
生怕,HSK 7,
生意,HSK 3,TOCFL 3
生態,HSK 7,TOCFL 5
生成,HSK 5,
生效,HSK 7,TOCFL 5
生日,HSK 1,TOCFL 1
生機,HSK 7,
生死,HSK 7,TOCFL 5
生殖,TOCFL 5,
生氣,HSK 1,TOCFL 2
生活,HSK 2,TOCFL 1
生活費,HSK 6,
生涯,HSK 7,
生火,TOCFL 5,
生物,HSK 7,TOCFL 5
生理,HSK 7,TOCFL 5
生產,HSK 3,TOCFL 3
生病,HSK 1,TOCFL 1
生硬,HSK 7,TOCFL 5
生肖,TOCFL 4,
生育,HSK 7,TOCFL 5
生詞,HSK 2,TOCFL 5
生長,HSK 3,TOCFL 4
產,HSK 7,TOCFL 4
產值,HSK 7,TOCFL 5
產品,HSK 4,TOCFL 3
產地,HSK 7,
產業,HSK 5,TOCFL 4
產物,HSK 7,TOCFL 5
產生,HSK 3,TOCFL 3
產量,HSK 6,TOCFL 4
用,HSK 1,TOCFL 1
用不著,HSK 5,TOCFL 4
用于,HSK 5,
用人,HSK 7,
用來,HSK 5,
用具,TOCFL 4,
用力,HSK 7,TOCFL 4
用功,HSK 7,TOCFL 3
用品,HSK 6,TOCFL 3
用得著,HSK 6,TOCFL 4
用心,HSK 6,TOCFL 4
用意,HSK 7,
用戶,HSK 5,TOCFL 5
用法,HSK 6,TOCFL 3
用處,HSK 6,TOCFL 4
用途,HSK 4,TOCFL 5
用餐,HSK 7,
甩,HSK 7,TOCFL 4
甭,TOCFL 5,
田,HSK 6,TOCFL 3
田地,TOCFL 5,
田徑,HSK 6,TOCFL 5
田野,TOCFL 4,
由,HSK 3,TOCFL 4
由來,HSK 7,TOCFL 5
由於,HSK 3,TOCFL 3
由此,HSK 5,
由此可見,HSK 7,
由此看來,HSK 7,
由衷,HSK 7,
甲,HSK 5,TOCFL 4
申報,HSK 7,
申請,HSK 4,TOCFL 4
申辦,HSK 7,
申領,HSK 7,
男,HSK 1,TOCFL 1
男人,HSK 1,TOCFL 2
男士,HSK 4,
男女,HSK 4,
男子,HSK 3,
男孩兒,HSK 1,
男性,HSK 5,TOCFL 4
男方,TOCFL 5,
男朋友,HSK 1,
男生,HSK 1,TOCFL 1
界,HSK 6,
界定,HSK 7,
界線,HSK 7,TOCFL 4
界限,HSK 7,
畏懼,HSK 7,
畏縮,HSK 7,
留,HSK 2,TOCFL 5
留下,HSK 2,
留學,HSK 3,TOCFL 3
留學生,HSK 2,TOCFL 3
留心,HSK 7,
留念,HSK 7,TOCFL 4
留意,HSK 7,
留戀,HSK 7,
留神,HSK 7,
